Name,Active?,Cohort,Created,Date,Description,Integrations,Prize,Submission Type,Tags
CipherFlow,,UHI6,"September 18, 2025 2:15 AM",,"CipherFlow Hook transforms Uniswap v4 pools into MEV-resistant, confidential trading environments by integrating EigenLayer AVS for secure execution and Fhenix FHE for encrypted liquidity management, protecting users from sandwich attacks and position exposure.","EigenLayer, Fhenix",,Hook Incubator (UHI),"DEX, Dynamic Fee, LP Liquidity, MEV"
Fanio,,UHI6,"September 18, 2025 3:11 AM",,"From Fans to Stakeholders.

Fanio turns every event into a liquid digital asset through crowdfunding campaigns.

How It Works
1. Campaign Creation: Promoter creates a campaign with target amount in base currency (e.g., USDC)
2. Fan Funding: Fans contribute base currency to reach the target, receiving EventTokens 1:1
3. Campaign Success: If target is reached, promoter gets full funding upfront
4. Automatic Liquidity: Pool is created on Uniswap V4 with equal amounts of base currency and EventTokens (1:1 initial price)
5. Secondary Market: Fans can trade EventTokens with dynamic fees (1% buy, 10% sell)

Inspirations
• Kickstarter: All-or-nothing crowdfunding model.
• Zora: Automatic liquidity preservation (but for concerts).",,Uniswap Prize,Hook Incubator (UHI),"Dynamic Fee, Price Discovery"
FlexiPool ,,UHI6,"September 18, 2025 8:12 AM",,"The FlexiPool Hook is a Uniswap v4 hook that automatically optimizes idle LP capital. When an LP’s position is out-of-range, the hook deposits liquidity into Aave to earn lending yield. When the position becomes in-range again, the hook withdraws from Aave and makes liquidity available for swaps.",Fhenix,,Hook Incubator (UHI),"Custom hooks, Illiquid Assets, LP Liquidity, Stablecoins, Yield Farming"
Conflux - Automated Recurring Operations for Uniswap V4,,UHI6,"September 18, 2025 1:56 PM",,"Conflux is a Uniswap V4 hook that enables automated recurring on-chain operations by creating arbitrage incentives through a rebate mechanism, allowing developers to schedule periodic actions without external triggers. The system uses an ensemble of auctions managed through Chainlink Functions to reliably execute multiple daemons with custom pricing models and execution periods.",,,Hook Incubator (UHI),"Auctions, Custom hooks, DEX, Fundamentals of Ethereum, MEV, Oracle, Trading Rewards"
LongPlay - Automated Liquidity Management powered by Uniswap V4 and EigenLayer,,UHI6,"September 18, 2025 3:15 PM",,LongPlay connects a Uniswap v4 Hook with an EigenLayer AVS to automate liquidity position management based on price movements.,EigenLayer,,Hook Incubator (UHI),"Custom hooks, LP Fees, LP Liquidity, Liquidity Mining, Yield Farming"
Tornado Hook,,UHI6,"September 18, 2025 4:18 PM",,A Tornado Cash implementation as a Uniswap v4 hook. The project implements both the privacy-preserving mechanism of Tornado Cash and the AMM design of Uniswap v4.,,,Hook Incubator (UHI),"Custom hooks, LP Fees, LP Liquidity, Other, Unichain, zk-SNARK"
AZEx,,UHI6,"September 18, 2025 4:27 PM",,"AZEx is a permissionless, uniswap v4 hook-driven AMM perpetuals protocol. It allows anyone to list any token and trade perpetual contracts against it. Like Uniswap, AZEx is non-custodial, non-upgradable, and permissionless — ensuring that no central party can seize user funds, alter the core logic, or restrict access.",,Uniswap Prize,Hook Incubator (UHI),"DEX, LP Liquidity, Unichain, Yield Farming"
StreamFund,,UHI6,"September 18, 2025 4:41 PM",,Is a streaming meta narrative for everyone. Inspired by the idea of creating a platform where everyone can participate and make the hype of specific event or token. Let's everyone do the marketing for you.,,,Hook Incubator (UHI),"Custom hooks, Meme, Trading Volume Rewards"
NewEra Hook,,UHI6,"September 18, 2025 4:59 PM",,Smart Hook for Real World Assets with automatic Dollar Cost Average (DCA) execution and oracle-based limit orders.,,,Hook Incubator (UHI),"DEX, Oracle, RWA, Stablecoins"
Rayls Compliance & Privacy,,UHI6,"September 18, 2025 5:54 PM",,Rayls Uniswap V4 hook enables institutional-grade DeFi by combining regulatory compliance and privacy.,,,Hook Incubator (UHI),"KYC, MEV, RWA, Regulation, zk-SNARK"
Bonded Hooks,Active,UHI6,"September 18, 2025 9:23 PM","December 29, 2025",Drag and drop hooks for anyone. ,"EigenLayer, Fhenix",Uniswap Prize,Hook Incubator (UHI),"Custom hooks, FOMO, Gamefi, LP Fees, Security, Trading Rewards"
PPR Hook,,UHI6,"September 18, 2025 10:08 PM",,Building a Portfolio Rebalancing Hook Enables confidential multi-asset rebalancing on Uniswap v4,Fhenix,Fhenix Prize,Hook Incubator (UHI),"Custom hooks, Governance, Security"
LVR Auction Hook,,UHI6,"September 18, 2025 10:08 PM",,"A MEV redistribution infrastructure that combines Uniswap v4 Hooks with EigenLayer's Actively Validated Services to auction first-in-block trading rights and redistribute arbitrage profits directly to liquidity providers, turning Loss Versus Rebalancing into LP revenue streams.",EigenLayer,EigenLayer Prize,Hook Incubator (UHI),"Auctions, LP Fees, LVR, MEV"
StealthAuction Hook,,UHI6,"September 18, 2025 10:23 PM",,"A fully homomorphic encryption (FHE) powered Dutch auction system built as a Uniswap v4 hook, enabling completely confidential trading with privacy preservation throughout the entire auction lifecycle. Integrated with Fhenix Protocol CoFHE for enterprise-grade encrypted computation on-chain, eliminating MEV extraction and front-running attacks.",Fhenix,Fhenix Prize,Hook Incubator (UHI),"Auctions, MEV"
YieldSync Hook,,UHI6,"September 18, 2025 10:49 PM",,"A production-ready automatic LP position adjustment system for LST pools using EigenLayer AVS yield monitoring that compensates for natural yield drift by moving LP positions ""up the curve"" based on real-time data from stETH, rETH, cbETH, and other liquid staking tokens. The system maintains 95%+ capital efficiency while reducing impermanent loss by 75% through intelligent yield-aware position management.",EigenLayer,,Hook Incubator (UHI),Yield Farming
Whisper,,UHI6,"September 18, 2025 10:55 PM",,"Whisper is a Uniswap v4 hook that implements a private Coincidence of Wants (CoW) system, using Fhenix FHE to encrypt order intents for MEV protection and EigenLayer AVS to match orders across chains, saving traders fees and  MEV losses ","EigenLayer, Fhenix",,Hook Incubator (UHI),"CoW, Cross-Chain, MEV"
cross chain Arbitrage trading hook,,UHI6,"September 18, 2025 11:53 PM",,A cross-chain arbitrage and bridging toolkit,,,Hook Incubator (UHI),"Cross-Chain, Dynamic Fee, Security, Trading Volume Rewards"
Liquid-IP,,UHI6,"September 19, 2025 12:51 AM",,"Liquid IP is a decentralized licensing system that uses NFTs and ERC-20 tokens to automate patent and IP rights management. By combining DAOs, license pools, and AMM-based pricing, it enables transparent, usage-based licensing that is scalable, cost-efficient, and globally enforceable.","EigenLayer, Fhenix",Uniswap Prize,Hook Incubator (UHI),"Dutch auction, Rehypothecation"
OptiSwap,,UHI6,"September 19, 2025 1:06 AM",,"This project is a Uniswap V4 hook that optimizes swaps by comparing local execution against cross-chain venues (e.g., other DEXs or bridges) using Pyth oracle prices",,,Hook Incubator (UHI),"Cross-Chain, DEX"
Private CoW Swaps,,UHI6,"September 19, 2025 1:36 AM",,Private Coincidence of Wants Swapping Uniswap hook which encrypts orders via Fhenix and matches them offchain via EigenLayer. Orders aren't stored in the contract directly in order to maximize privacy and it trusts the AVS to act honestly.,"EigenLayer, Fhenix",,Hook Incubator (UHI),"CoW, Custom hooks, MEV, NoOp, Privacy"
Chimera Protocol,,UHI6,"September 19, 2025 2:16 AM",,"Chimera Protocol introduces the first confidential automated market maker (AMM) that enables institutional-grade financial strategy deployment while preserving intellectual property through fully homomorphic encryption (FHE). By combining Uniswap V4's programmable hooks with Fhenix's confidential computing capabilities, Chimera transforms traditional transparent AMMs into sophisticated financial engineering platforms that protect trade secrets and eliminate MEV exploitation.",Fhenix,,Hook Incubator (UHI),"DEX, MEV"
TrustLayer — A Trust Fabric for DeFi,,UHI6,"September 19, 2025 2:25 AM",,"TrustLayer introduces confidential credit and risk scoring for DeFi. Wallets receive privacy-preserving Personal Credit Scores (PCS) and pools receive Pool Risk Scores (PRS), enforced via Uniswap v4 hooks to enable dynamic limits, safer liquidity, and more capital-efficient markets.","EigenLayer, Fhenix",,Hook Incubator (UHI),"Credit Scoring, LP Liquidity, Regulation, Risk Management"
Janus Protocol,,UHI6,"September 19, 2025 2:28 AM",,"Janus(Susanoo) is a Uniswap V4 hook that implements fully private limit orders using Fully Homomorphic Encryption (FHE). An implementation of encrypted conditional trading logic that executes only when hidden conditions are met, without ever exposing those conditions to the public blockchain. ",Fhenix,Fhenix Prize,Hook Incubator (UHI),"DEX, Order Type, zk-SNARK"
MEV-Capturing Auction Hook,,UHI6,"September 19, 2025 3:15 AM",,"The MEV-Capturing Auction Hook is a defensive DeFi primitive for Uniswap V4 that internalizes MEV opportunities through in-flight auctions, capturing and redistributing 50% of the value back to swappers and 50% to liquidity providers, while offering private bidding through Fhenix FHE and economic security through EigenLayer integration. This description captures: Core Purpose: MEV protection for Uniswap V4 Key Mechanism: In-flight auctions for MEV capture Value Distribution: 50/50 split between users and LPs Advanced Features: Privacy (Fhenix) and security (EigenLayer)","EigenLayer, Fhenix",,Hook Incubator (UHI),"Auctions, MEV"
ZK-JIT Liquidity Hook,,UHI6,"September 19, 2025 3:32 AM",,"The ZK-JIT Liquidity Hook enables multiple liquidity providers to coordinate Just-In-Time liquidity operations on Uniswap v4 while keeping their trading strategies completely private through Fully Homomorphic Encryption (FHE). It features automated risk management, dynamic fee pricing based on gas conditions, and multi-LP coordination that allows several providers to participate proportionally in a single JIT operation.","EigenLayer, Fhenix",,Hook Incubator (UHI),"Constant Product Market Maker (CPMM), Custom hooks, DEX, Dynamic Fee, Dynamic Tick Adjustment, LP Fees, LP Liquidity, MEV, RWA, Reputation, Security, Trading Rewards, Trading Volume Rewards, zk-SNARK"
Rok,,UHI6,"September 19, 2025 4:24 AM",,Rok is a clock-proxy auction implemented on top of Uniswap V4 with an allocator competition.,,,Hook Incubator (UHI),"Auctions, Dynamic Tick Adjustment, Inter-Connected Pools, LP Liquidity, Liquidity Mining, RWA"
Sentinel,,UHI6,"September 19, 2025 4:34 AM",,"Sentinel is a Uniswap V4 hook that automates liquidations, optimizes liquidity across protocols, and dynamically manages LP positions for maximum yield and risk mitigation.",,,Hook Incubator (UHI),"Custom hooks, DEX, Dynamic Fee, Dynamic Tick Adjustment, LP Liquidity, Liquidity Mining, Oracle, Yield Farming"
Prisma,,UHI6,"September 19, 2025 4:44 AM",,Yield maximizer auto-Compounding for Uniswap,,Uniswap Prize,Hook Incubator (UHI),"Basic Interest Rate, LP Fees, LP Liquidity, Trading Rewards"
TickForge: Trailing Stop Hook,,UHI6,"September 19, 2025 4:54 AM",,"TickForge is a Uniswap V4 hook that implements traditional trailing stops, automatically executing swaps when the price moves adversely by a user-defined percentage (e.g., 5%) after favorable movements, using tick-based thresholds for on-chain risk management.",,,Hook Incubator (UHI),"Automated Trading, Custom hooks, DeFi, Hooks"
ParityTax-AMM-Ensuring-Equitable-Fee-Distribution,,UHI6,"September 19, 2025 5:45 AM",,"A data-driven AMM protocol that aims to minimize fee revenue concentration by JIT liquidity providers with a progressive tax based on the time an LP leaves their asset inventories in the pool, incorporated into the trading fees. This is designed to reward liquidity depth provided by ex-ante liquidity providers.",,,Hook Incubator (UHI),"CFMM, Custom hooks, DEX, Donation, JIT, LP Fees, Trading Rewards"
Shadowbrain,,UHI6,"September 19, 2025 5:52 AM",,"ShadowBrain: Autonomous, MEV-Resistant DeFi Automation

The Vision: Truly Automated DeFi

Imagine a world where your most profitable on-chain strategies execute themselves at the perfect moment, without any manual intervention. This is the future of truly automated Decentralized Finance (DeFi) , a world where efficiency, precision, and security are built-in. ShadowBrain is making this vision a reality.

The Problem: DeFi's Automation Gap

Today's DeFi is powerful but inefficient. Users are burdened by:
• Manual Execution: Constantly monitoring markets and manually triggering time-sensitive actions across different platforms.
• Imperfect Timing: Missing out on profits because the most lucrative opportunities require split-second reactions that are beyond human capability.
• MEV Exploitation: Predatory MEV (Maximal Extractable Value) bots detect and front-run automated transactions, siphoning value away from users.
• Protocol Silos: Juggling isolated protocols, making it difficult to execute complex, multi-platform strategies seamlessly.

The Solution: The ShadowBrain Engine

ShadowBrain is a decentralized automation hub designed to execute complex DeFi strategies with unparalleled precision and security. We solve the core problems of on-chain automation by integrating three technological breakthroughs:
1. Uniswap V4 Hooks: We use these hooks to enable programmable, swap-triggered execution. This allows your strategies to be activated directly within the flow of market activity.
2. Dutch Auctions: These serve as a natural, market-driven profitability signal. ShadowBrain automatically triggers your registered function calls at the exact moment an auction becomes profitable, ensuring optimal timing.
3. Fhenix FHE Encryption: We use Fully Homomorphic Encryption (FHE) to conceal your transaction parameters and execution logic. This shields your strategies from MEV bots, preventing front-running and other forms of exploitation.

Core Features

• Automated Strategy Execution: Define your strategy once, and let ShadowBrain handle the rest. Your actions are executed automatically when the precise market conditions are met.
• Split-Second Precision: Our Dutch auction triggers ensure your strategies execute at the most profitable moment, capturing opportunities that are impossible to seize manually.
• Inherent MEV Resistance: With FHE-encrypted parameters, your automation's timing and intent are completely private, making it invisible to predatory bots.
• Unified Automation Hub: Seamlessly coordinate and execute complex strategies across multiple DeFi protocols from a single, powerful engine.
ShadowBrain is building the intelligent trigger layer that DeFi has been missing, paving the way for a more efficient, secure, and truly autonomous on-chain world.",Fhenix,,Hook Incubator (UHI),"Auctions, Custom hooks, DEX, Dynamic Fee, ETH Staking, LP Fees, MEV, Other, Trading Rewards, Trading Volume Rewards"
